Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
230,Kingdra,Water,"['Damp', 'Sniper', 'Swift Swim']",75,95,95,95,95,85,540,90.0,7.637626158259730,2.0,Medium Fast,1000000,1.0,45,0.0,1.8,152.0,46.9
231,Phanpy,Ground,"['Pickup', 'Sand Veil']",90,60,60,40,40,40,330,55.0,18.027756377319900,2.0,Medium Fast,1000000,0.0,120,0.0,0.5,33.5,134.0
232,Donphan,Ground,"['Sand Veil', 'Sturdy']",90,120,120,60,60,50,500,83.33333333333330,28.67441755680880,2.0,Medium Fast,1000000,1.0,60,0.0,1.1,120.0,99.2
233,Porygon2,Normal,"['Analytic', 'Download', 'Trace']",85,80,90,105,95,60,515,85.83333333333330,13.969212178533500,2.0,Medium Fast,1000000,0.0,45,0.0,0.6,32.5,90.3
234,Stantler,Normal,"['Frisk', 'Intimidate', 'Sap Sipper']",73,95,62,85,65,85,465,77.5,11.800423721205900,2.0,Slow,1250000,1.0,45,0.0,1.4,71.2,36.3
235,Smeargle,Normal,"['Moody', 'Own Tempo', 'Technician']",55,20,35,20,45,75,250,41.66666666666670,19.507833184532700,2.0,Fast,800000,1.0,45,0.0,1.2,58.0,40.3
236,Tyrogue,Fighting,"['Guts', 'Steadfast', 'Vital Spirit']",35,35,35,35,35,35,210,35.0,0.0,2.0,Medium Fast,1000000,0.0,75,0.0,0.7,21.0,42.9
237,Hitmontop,Fighting,"['Intimidate', 'Steadfast', 'Technician']",50,95,95,35,110,70,455,75.83333333333330,26.679684322636900,2.0,Medium Fast,1000000,1.0,45,0.0,1.4,48.0,24.5
238,Smoochum,Ice,"['Forewarn', 'Hydration', 'Oblivious']",45,30,15,85,65,65,305,50.833333333333300,23.52599035582180,2.0,Medium Fast,1000000,0.0,45,0.0,0.4,6.0,37.5
239,Elekid,Electric,"['Static', 'Vital Spirit']",45,63,37,65,55,95,360,60.0,18.43004792903880,2.0,Medium Fast,1000000,0.0,45,0.0,0.6,23.5,65.3
240,Magby,Fire,"['Flame Body', 'Vital Spirit']",45,75,37,70,55,83,365,60.833333333333300,16.47641411904370,2.0,Medium Fast,1000000,0.0,45,0.0,0.7,21.4,43.7
241,Miltank,Normal,"['Sap Sipper', 'Scrappy', 'Thick Fat']",95,80,105,40,70,100,490,81.66666666666670,22.110831935702700,2.0,Slow,1250000,1.0,45,0.0,1.2,75.5,52.4
242,Blissey,Normal,"['Healer', 'Natural Cure', 'Serene Grace']",255,10,10,75,135,55,540,90.0,85.14693182963200,2.0,Fast,800000,1.0,30,0.0,1.5,46.8,20.8
243,Raikou,Electric,"['Inner Focus', 'Pressure']",90,85,75,115,100,115,580,96.66666666666670,14.907119849998600,2.0,Slow,1250000,1.0,3,1.0,1.9,178.0,49.3
244,Entei,Fire,"['Inner Focus', 'Pressure']",115,115,85,90,75,100,580,96.66666666666670,14.907119849998600,2.0,Slow,1250000,1.0,3,1.0,2.1,198.0,44.9
245,Suicune,Water,"['Inner Focus', 'Pressure']",100,75,115,90,115,85,580,96.66666666666670,14.907119849998600,2.0,Slow,1250000,1.0,3,1.0,2.0,187.0,46.8
246,Larvitar,Rock,"['Guts', 'Sand Veil']",50,64,50,45,50,41,300,50.0,7.094598884597590,2.0,Slow,1250000,0.0,45,0.0,0.6,72.0,200.0
247,Pupitar,Rock,['Shed Skin'],70,84,70,65,70,51,410,68.33333333333330,9.706813185707360,2.0,Slow,1250000,0.0,45,0.0,1.2,152.0,105.6
248,Tyranitar,Rock,"['Sand Stream', 'Unnerve']",100,134,110,95,100,61,600,100.0,21.61018278497430,2.0,Slow,1250000,1.0,45,0.0,2.0,202.0,50.5
248,Mega Tyranitar,Rock,['Sand Stream'],100,164,150,95,120,71,700,116.66666666666700,32.13340248955210,6.0,Slow,1250000,1.0,45,0.0,2.5,255.0,40.8
249,Lugia,Psychic,"['Multiscale', 'Pressure']",106,90,130,90,154,110,680,113.33333333333300,22.6764684689266,2.0,Slow,1250000,1.0,3,1.0,5.2,216.0,8.0
250,Ho-Oh,Fire,"['Pressure', 'Regenerator']",106,130,90,110,154,90,680,113.33333333333300,22.6764684689266,2.0,Slow,1250000,1.0,3,1.0,3.8,199.0,13.8
251,Celebi,Psychic,['Natural Cure'],100,100,100,100,100,100,600,100.0,0.0,2.0,Medium Slow,1059860,1.0,45,1.0,0.6,5.0,13.9
252,Treecko,Grass,"['Overgrow', 'Unburden']",40,45,35,65,55,70,310,51.66666666666670,12.801909579781000,3.0,Medium Slow,1059860,0.0,45,0.0,0.5,5.0,20.0
253,Grovyle,Grass,"['Overgrow', 'Unburden']",50,65,45,85,65,95,405,67.5,17.73649721149400,3.0,Medium Slow,1059860,0.0,45,0.0,0.9,21.6,26.7
254,Sceptile,Grass,"['Overgrow', 'Unburden']",70,85,65,105,85,120,530,88.33333333333330,19.075871903766,3.0,Medium Slow,1059860,1.0,45,0.0,1.7,52.2,18.1
254,Mega Sceptile,Grass,[],70,110,75,145,85,145,630,105.0,30.95695936834450,6.0,Medium Slow,1059860,1.0,45,0.0,1.9,55.2,15.3
255,Torchic,Fire,"['Blaze', 'Speed Boost']",45,60,40,70,50,45,310,51.66666666666670,10.274023338281600,3.0,Medium Slow,1059860,0.0,45,0.0,0.4,2.5,15.6
256,Combusken,Fire,"['Blaze', 'Speed Boost']",60,85,60,85,60,55,405,67.5,12.5,3.0,Medium Slow,1059860,0.0,45,0.0,0.9,19.5,24.1
257,Blaziken,Fire,"['Blaze', 'Speed Boost']",80,120,70,110,70,80,530,88.33333333333330,19.507833184532700,3.0,Medium Slow,1059860,1.0,45,0.0,1.9,52.0,14.4
257,Mega Blaziken,Fire,['Speed Boost'],80,160,80,130,80,100,630,105.0,30.4138126514911,6.0,Medium Slow,1059860,1.0,45,0.0,1.9,52.0,14.4
258,Mudkip,Water,"['Damp', 'Torrent']",50,70,50,50,50,40,310,51.66666666666670,8.975274678557510,3.0,Medium Slow,1059860,0.0,45,0.0,0.4,7.6,47.5
259,Marshtomp,Water,"['Damp', 'Torrent']",70,85,70,60,70,50,405,67.5,10.70436048222090,3.0,Medium Slow,1059860,0.0,45,0.0,0.7,28.0,57.1
260,Swampert,Water,"['Damp', 'Torrent']",100,110,90,85,90,60,535,89.16666666666670,15.388487760516200,3.0,Medium Slow,1059860,1.0,45,0.0,1.5,81.9,36.4
260,Mega Swampert,Water,['Swift Swim'],100,150,110,95,110,70,635,105.83333333333300,23.87758130315730,6.0,Medium Slow,1059860,1.0,45,0.0,1.9,102.0,28.3
261,Poochyena,Dark,"['Quick Feet', 'Rattled', 'Run Away']",35,55,35,30,30,35,220,36.66666666666670,8.498365855987970,3.0,Medium Fast,1000000,0.0,255,0.0,0.5,13.6,54.4
262,Mightyena,Dark,"['Intimidate', 'Moxie', 'Quick Feet']",70,90,70,60,60,70,420,70.0,10.0,3.0,Medium Fast,1000000,1.0,127,0.0,1.0,37.0,37.0
263,Zigzagoon,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,240,40.0,10.04987562112090,3.0,Medium Fast,1000000,0.0,255,0.0,0.4,17.5,109.4
263,Galarian Zigzagoon,Dark,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,240,40.0,10.04987562112090,8.0,Medium Fast,1000000,0.0,255,0.0,0.4,17.5,109.4
264,Linoone,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,420,70.0,15.947831618540900,3.0,Medium Fast,1000000,1.0,90,0.0,0.5,32.5,130.0
264,Galarian Linoone,Dark,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,420,70.0,15.947831618540900,8.0,Medium Fast,1000000,0.0,90,0.0,0.5,32.5,130.0
265,Wurmple,Bug,"['Run Away', 'Shield Dust']",45,45,35,20,30,20,195,32.5,10.307764064044200,3.0,Medium Fast,1000000,0.0,255,0.0,0.3,3.6,40.0
266,Silcoon,Bug,['Shed Skin'],50,35,55,25,25,15,205,34.166666666666700,14.264368973853100,3.0,Medium Fast,1000000,0.0,120,0.0,0.6,10.0,27.8
267,Beautifly,Bug,"['Rivalry', 'Swarm']",60,70,50,100,50,65,395,65.83333333333330,16.93533452741800,3.0,Medium Fast,1000000,1.0,45,0.0,1.0,28.4,28.4
268,Cascoon,Bug,['Shed Skin'],50,35,55,25,25,15,205,34.166666666666700,14.264368973853100,3.0,Medium Fast,1000000,0.0,120,0.0,0.7,11.5,23.5
269,Dustox,Bug,['Shield Dust'],60,50,70,50,90,65,385,64.16666666666670,13.667682889047300,3.0,Medium Fast,1000000,1.0,45,0.0,1.2,31.6,21.9
270,Lotad,Water,"['Own Tempo', 'Rain Dish', 'Swift Swim']",40,30,30,40,50,30,220,36.66666666666670,7.453559924999300,3.0,Medium Slow,1059860,0.0,255,0.0,0.5,2.6,10.4
271,Lombre,Water,"['Own Tempo', 'Rain Dish', 'Swift Swim']",60,50,50,60,70,50,340,56.66666666666670,7.453559924999300,3.0,Medium Slow,1059860,0.0,120,0.0,1.2,32.5,22.6
272,Ludicolo,Water,"['Own Tempo', 'Rain Dish', 'Swift Swim']",80,70,70,90,100,70,480,80.0,11.547005383792500,3.0,Medium Slow,1059860,1.0,45,0.0,1.5,55.0,24.4
273,Seedot,Grass,"['Chlorophyll', 'Early Bird', 'Pickpocket']",40,40,50,30,30,30,220,36.66666666666670,7.453559924999300,3.0,Medium Slow,1059860,0.0,255,0.0,0.5,4.0,16.0
274,Nuzleaf,Grass,"['Chlorophyll', 'Early Bird', 'Pickpocket']",70,70,40,60,40,60,340,56.66666666666670,12.47219128924650,3.0,Medium Slow,1059860,0.0,120,0.0,1.0,28.0,28.0
275,Shiftry,Grass,"['Chlorophyll', 'Early Bird', 'Pickpocket']",90,100,60,90,60,80,480,80.0,15.275252316519500,3.0,Medium Slow,1059860,1.0,45,0.0,1.3,59.6,35.3
276,Taillow,Normal,"['Guts', 'Scrappy']",40,55,30,30,30,85,270,45.0,20.0,3.0,Medium Slow,1059860,0.0,200,0.0,0.3,2.3,25.6
277,Swellow,Normal,"['Guts', 'Scrappy']",60,85,60,75,50,125,455,75.83333333333330,24.73470346609310,3.0,Medium Slow,1059860,1.0,45,0.0,0.7,19.8,40.4
278,Wingull,Water,"['Hydration', 'Keen Eye', 'Rain Dish']",40,30,30,55,30,85,270,45.0,20.0,3.0,Medium Fast,1000000,0.0,190,0.0,0.6,9.5,26.4
279,Pelipper,Water,"['Drizzle', 'Keen Eye', 'Rain Dish']",60,50,100,95,70,65,440,73.33333333333330,18.18118685772620,3.0,Medium Fast,1000000,1.0,45,0.0,1.2,28.0,19.4
280,Ralts,Psychic,"['Synchronize', 'Telepathy', 'Trace']",28,25,25,45,35,40,198,33.0,7.637626158259730,3.0,Slow,1250000,0.0,235,0.0,0.4,6.6,41.3
281,Kirlia,Psychic,"['Synchronize', 'Telepathy', 'Trace']",38,35,35,65,55,50,278,46.333333333333300,11.279282877125800,3.0,Slow,1250000,0.0,120,0.0,0.8,20.2,31.6
282,Gardevoir,Psychic,"['Synchronize', 'Telepathy', 'Trace']",68,65,65,125,115,80,518,86.33333333333330,24.506235034283700,3.0,Slow,1250000,1.0,45,0.0,1.6,48.4,18.9
282,Mega Gardevoir,Psychic,['Pixilate'],68,85,65,165,135,100,618,103.0,36.21693894666790,6.0,Slow,1250000,1.0,45,0.0,1.6,48.4,18.9
283,Surskit,Bug,"['Rain Dish', 'Swift Swim']",40,30,32,50,52,65,269,44.833333333333300,12.198588260760200,3.0,Medium Fast,1000000,0.0,200,0.0,0.5,1.7,6.8
284,Masquerain,Bug,"['Intimidate', 'Unnerve']",70,60,62,100,82,80,454,75.66666666666670,13.634107557478400,3.0,Medium Fast,1000000,1.0,75,0.0,0.8,3.6,5.6
285,Shroomish,Grass,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,295,49.16666666666670,10.96078869830490,3.0,Fluctuating,1640000,0.0,255,0.0,0.4,4.5,28.1
286,Breloom,Grass,"['Effect Spore', 'Poison Heal', 'Technician']",60,130,80,60,60,70,460,76.66666666666670,24.94438257849290,3.0,Fluctuating,1640000,1.0,90,0.0,1.2,39.2,27.2
287,Slakoth,Normal,['Truant'],60,60,60,35,35,30,280,46.66666666666670,13.43709624716430,3.0,Slow,1250000,0.0,255,0.0,0.8,24.0,37.5
288,Vigoroth,Normal,['Vital Spirit'],80,80,80,55,55,90,440,73.33333333333330,13.43709624716430,3.0,Slow,1250000,0.0,120,0.0,1.4,46.5,23.7
289,Slaking,Normal,['Truant'],150,160,100,95,65,100,670,111.66666666666700,32.99831645537220,3.0,Slow,1250000,1.0,45,0.0,2.0,130.5,32.6
290,Nincada,Bug,['Run Away'],31,45,90,30,30,40,266,44.333333333333300,21.18699810942760,3.0,Erratic,600000,0.0,255,0.0,0.5,5.5,22.0
291,Ninjask,Bug,"['Infiltrator', 'Speed Boost']",61,90,45,50,50,160,456,76.0,40.39389392800190,3.0,Erratic,600000,1.0,120,0.0,0.8,12.0,18.8
292,Shedinja,Bug,['Wonder Guard'],1,90,45,30,30,40,236,39.333333333333300,26.59365003571760,3.0,Erratic,600000,1.0,45,0.0,0.8,1.2,1.9
293,Whismur,Normal,"['Rattled', 'Soundproof']",64,51,23,51,23,28,240,40.0,16.02081978759720,3.0,Medium Slow,1059860,0.0,190,0.0,0.6,16.3,45.3
294,Loudred,Normal,"['Scrappy', 'Soundproof']",84,71,43,71,43,48,360,60.0,16.02081978759720,3.0,Medium Slow,1059860,0.0,120,0.0,1.0,40.5,40.5
295,Exploud,Normal,"['Scrappy', 'Soundproof']",104,91,63,91,73,68,490,81.66666666666670,14.624940645653500,3.0,Medium Slow,1059860,1.0,45,0.0,1.5,84.0,37.3
296,Makuhita,Fighting,"['Guts', 'Sheer Force', 'Thick Fat']",72,60,30,20,30,25,237,39.5,19.354155453889800,3.0,Fluctuating,1640000,0.0,180,0.0,1.0,86.4,86.4
297,Hariyama,Fighting,"['Guts', 'Sheer Force', 'Thick Fat']",144,120,60,40,60,50,474,79.0,38.708310907779700,3.0,Fluctuating,1640000,1.0,200,0.0,2.3,253.8,48.0
298,Azurill,Normal,"['Huge Power', 'Sap Sipper', 'Thick Fat']",50,20,40,20,40,20,190,31.666666666666700,12.133516482134200,3.0,Fast,800000,0.0,150,0.0,0.2,2.0,50.0
299,Nosepass,Rock,"['Magnet Pull', 'Sand Force', 'Sturdy']",30,45,135,45,90,30,375,62.5,38.16084380618440,3.0,Medium Fast,1000000,0.0,255,0.0,1.0,97.0,97.0
300,Skitty,Normal,"['Cute Charm', 'Normalize', 'Wonder Skin']",50,45,45,35,35,50,260,43.333333333333300,6.236095644623240,3.0,Fast,800000,0.0,255,0.0,0.6,11.0,30.6
301,Delcatty,Normal,"['Cute Charm', 'Normalize', 'Wonder Skin']",70,65,65,55,55,90,400,66.66666666666670,11.785113019775800,3.0,Fast,800000,1.0,60,0.0,1.1,32.6,26.9
302,Sableye,Dark,"['Keen Eye', 'Prankster', 'Stall']",50,75,75,65,65,50,380,63.333333333333300,10.274023338281600,3.0,Medium Slow,1059860,1.0,45,0.0,0.5,11.0,44.0
302,Mega Sableye,Dark,['Magic Bounce'],50,85,125,85,115,20,480,80.0,36.05551275463990,6.0,Medium Slow,1059860,1.0,45,0.0,0.5,161.0,644.0
303,Mawile,Steel,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,380,63.333333333333300,15.456030825826200,3.0,Fast,800000,1.0,45,0.0,0.6,11.5,31.9
303,Mega Mawile,Steel,['Huge Power'],50,105,125,55,95,50,480,80.0,29.720924166878300,6.0,Fast,800000,1.0,45,0.0,1.0,23.5,23.5
304,Aron,Steel,"['Heavy Metal', 'Rock Head', 'Sturdy']",50,70,100,40,40,30,330,55.0,23.62907813126300,3.0,Slow,1250000,0.0,180,0.0,0.4,60.0,375.0
305,Lairon,Steel,"['Heavy Metal', 'Rock Head', 'Sturdy']",60,90,140,50,50,40,430,71.66666666666670,34.35921354681380,3.0,Slow,1250000,0.0,90,0.0,0.9,120.0,148.1
306,Aggron,Steel,"['Heavy Metal', 'Rock Head', 'Sturdy']",70,110,180,60,60,50,530,88.33333333333330,45.24623986832740,3.0,Slow,1250000,1.0,45,0.0,2.1,360.0,81.6
306,Mega Aggron,Steel,['Filter'],70,140,230,60,80,50,630,105.0,62.915286960589600,6.0,Slow,1250000,1.0,45,0.0,2.2,395.0,81.6
307,Meditite,Fighting,"['Pure Power', 'Telepathy']",30,40,55,40,55,60,280,46.66666666666670,10.671873729054700,3.0,Medium Fast,1000000,0.0,180,0.0,0.6,11.2,31.1
308,Medicham,Fighting,"['Pure Power', 'Telepathy']",60,60,75,60,75,80,410,68.33333333333330,8.498365855987980,3.0,Medium Fast,1000000,1.0,90,0.0,1.3,31.5,18.6
308,Mega Medicham,Fighting,['Pure Power'],60,100,85,80,85,100,510,85.0,13.5400640077266,6.0,Medium Fast,1000000,1.0,90,0.0,1.3,31.5,18.6
309,Electrike,Electric,"['Lightning Rod', 'Minus', 'Static']",40,45,40,65,40,65,295,49.16666666666670,11.334558757279500,3.0,Slow,1250000,0.0,120,0.0,0.6,15.2,42.2
310,Manectric,Electric,"['Lightning Rod', 'Minus', 'Static']",70,75,60,105,60,105,475,79.16666666666670,19.02118701752220,3.0,Slow,1250000,1.0,45,0.0,1.5,40.2,17.9
310,Mega Manectric,Electric,['Intimidate'],70,75,80,135,80,135,575,95.83333333333330,27.901115071305300,6.0,Slow,1250000,1.0,45,0.0,1.8,44.0,13.6
311,Plusle,Electric,"['Lightning Rod', 'Plus']",60,50,40,85,75,95,405,67.5,19.311050377094100,3.0,Medium Fast,1000000,1.0,200,0.0,0.4,4.2,26.3
312,Minun,Electric,"['Minus', 'Volt Absorb']",60,40,50,75,85,95,405,67.5,19.311050377094100,3.0,Medium Fast,1000000,1.0,200,0.0,0.4,4.2,26.3
313,Volbeat,Bug,"['Illuminate', 'Prankster', 'Swarm']",65,73,75,47,85,85,430,71.66666666666670,13.046923860520600,3.0,Erratic,600000,1.0,150,0.0,0.7,17.7,36.1
314,Illumise,Bug,"['Oblivious', 'Prankster', 'Tinted Lens']",65,47,75,73,85,85,430,71.66666666666670,13.046923860520600,3.0,Fluctuating,1640000,1.0,150,0.0,0.6,17.7,49.2
315,Roselia,Grass,"['Leaf Guard', 'Natural Cure', 'Poison Point']",50,60,45,100,80,65,400,66.66666666666670,18.63389981249830,3.0,Medium Slow,1059860,0.0,150,0.0,0.3,2.0,22.2
316,Gulpin,Poison,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",70,43,53,43,53,40,302,50.333333333333300,10.126971687308900,3.0,Fluctuating,1640000,0.0,225,0.0,0.4,10.3,64.4
317,Swalot,Poison,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",100,73,83,73,83,55,467,77.83333333333330,13.618818679394400,3.0,Fluctuating,1640000,1.0,75,0.0,1.7,80.0,27.7
318,Carvanha,Water,"['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,305,50.833333333333300,25.399584423546900,3.0,Slow,1250000,0.0,225,0.0,0.8,20.8,32.5
319,Sharpedo,Water,"['Rough Skin', 'Speed Boost']",70,120,40,95,40,95,460,76.66666666666670,29.674156357941400,3.0,Slow,1250000,1.0,60,0.0,1.8,88.8,27.4
319,Mega Sharpedo,Water,['Strong Jaw'],70,140,70,110,65,105,560,93.33333333333330,27.335365778094500,6.0,Slow,1250000,1.0,60,0.0,2.5,130.3,20.8
320,Wailmer,Water,"['Oblivious', 'Pressure', 'Water Veil']",130,70,35,70,35,60,400,66.66666666666670,31.84162195757130,3.0,Fluctuating,1640000,0.0,125,0.0,2.0,130.0,32.5
321,Wailord,Water,"['Oblivious', 'Pressure', 'Water Veil']",170,90,45,90,45,60,500,83.33333333333330,42.97932319409210,3.0,Fluctuating,1640000,1.0,60,0.0,14.5,398.0,1.9
322,Numel,Fire,"['Oblivious', 'Own Tempo', 'Simple']",60,60,40,65,45,35,305,50.833333333333300,11.334558757279500,3.0,Medium Fast,1000000,0.0,255,0.0,0.7,24.0,49.0
323,Camerupt,Fire,"['Anger Point', 'Magma Armor', 'Solid Rock']",70,100,70,105,75,40,460,76.66666666666670,21.53807997220010,3.0,Medium Fast,1000000,1.0,150,0.0,1.9,220.0,60.9
323,Mega Camerupt,Fire,['Sheer Force'],70,120,100,145,105,20,560,93.33333333333330,39.75620147292190,6.0,Medium Fast,1000000,1.0,150,0.0,2.5,320.5,51.3
324,Torkoal,Fire,"['Drought', 'Shell Armor', 'White Smoke']",70,85,140,85,70,20,470,78.33333333333330,35.19785346990480,3.0,Medium Fast,1000000,1.0,90,0.0,0.5,80.4,321.6
325,Spoink,Psychic,"['Gluttony', 'Own Tempo', 'Thick Fat']",60,25,35,70,80,60,330,55.0,19.14854215512680,3.0,Fast,800000,0.0,255,0.0,0.7,30.6,62.4
326,Grumpig,Psychic,"['Gluttony', 'Own Tempo', 'Thick Fat']",80,45,65,90,110,80,470,78.33333333333330,20.13840995599100,3.0,Fast,800000,1.0,60,0.0,0.9,71.5,88.3
327,Spinda,Normal,"['Contrary', 'Own Tempo', 'Tangled Feet']",60,60,60,60,60,60,360,60.0,0.0,3.0,Fast,800000,1.0,255,0.0,1.1,5.0,4.1
328,Trapinch,Ground,"['Arena Trap', 'Hyper Cutter', 'Sheer Force']",45,100,45,45,45,10,290,48.333333333333300,26.40496586292480,3.0,Medium Slow,1059860,0.0,255,0.0,0.7,15.0,30.6
329,Vibrava,Ground,['Levitate'],50,70,50,50,50,70,340,56.66666666666670,9.428090415820630,3.0,Medium Slow,1059860,0.0,120,0.0,1.1,15.3,12.6
330,Flygon,Ground,['Levitate'],80,100,80,80,80,100,520,86.66666666666670,9.428090415820630,3.0,Medium Slow,1059860,1.0,45,0.0,2.0,82.0,20.5
331,Cacnea,Grass,"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,335,55.833333333333300,21.09831483528690,3.0,Medium Slow,1059860,0.0,190,0.0,0.4,51.3,320.6
332,Cacturne,Grass,"['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,475,79.16666666666670,25.72558173405520,3.0,Medium Slow,1059860,1.0,60,0.0,1.3,77.4,45.8
333,Swablu,Normal,"['Cloud Nine', 'Natural Cure']",45,40,60,40,75,50,310,51.66666666666670,12.47219128924650,3.0,Erratic,600000,0.0,255,0.0,0.4,1.2,7.5
334,Altaria,Dragon,"['Cloud Nine', 'Natural Cure']",75,70,90,70,105,80,490,81.66666666666670,12.47219128924650,3.0,Erratic,600000,1.0,45,0.0,1.1,20.6,17.0
334,Mega Altaria,Dragon,['Pixilate'],75,110,110,110,105,80,590,98.33333333333330,14.907119849998600,6.0,Erratic,600000,1.0,45,0.0,1.5,20.6,9.2
335,Zangoose,Normal,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,458,76.33333333333330,20.385179801894200,3.0,Erratic,600000,1.0,90,0.0,1.3,40.3,23.8
336,Seviper,Poison,"['Infiltrator', 'Shed Skin']",73,100,60,100,60,65,458,76.33333333333330,17.288403306519900,3.0,Fluctuating,1640000,1.0,90,0.0,2.7,52.5,7.2
337,Lunatone,Rock,['Levitate'],90,55,65,95,85,70,460,76.66666666666670,14.337208778404400,3.0,Fast,800000,1.0,45,0.0,1.0,168.0,168.0
338,Solrock,Rock,['Levitate'],90,95,85,55,65,70,460,76.66666666666670,14.337208778404400,3.0,Fast,800000,1.0,45,0.0,1.2,154.0,106.9
339,Barboach,Water,"['Anticipation', 'Hydration', 'Oblivious']",50,48,43,46,41,60,288,48.0,6.137317546507320,3.0,Medium Fast,1000000,0.0,190,0.0,0.4,1.9,11.9
340,Whiscash,Water,"['Anticipation', 'Hydration', 'Oblivious']",110,78,73,76,71,60,468,78.0,15.416441439796200,3.0,Medium Fast,1000000,1.0,75,0.0,0.9,23.6,29.1
341,Corphish,Water,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",43,80,65,50,35,35,308,51.333333333333300,16.397831834998500,3.0,Fluctuating,1640000,0.0,205,0.0,0.6,11.5,31.9
342,Crawdaunt,Water,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",63,120,85,90,55,55,468,78.0,23.2379000772445,3.0,Fluctuating,1640000,1.0,155,0.0,1.1,32.8,27.1
343,Baltoy,Ground,['Levitate'],40,40,55,40,70,55,300,50.0,11.180339887498900,3.0,Medium Fast,1000000,0.0,255,0.0,0.5,21.5,86.0
344,Claydol,Ground,['Levitate'],60,70,105,70,120,75,500,83.33333333333330,21.53807997220010,3.0,Medium Fast,1000000,1.0,90,0.0,1.5,108.0,48.0
345,Lileep,Rock,"['Storm Drain', 'Suction Cups']",66,41,77,61,87,23,355,59.16666666666670,21.52840500878370,3.0,Erratic,600000,0.0,45,0.0,1.0,23.8,23.8
346,Cradily,Rock,"['Storm Drain', 'Suction Cups']",86,81,97,81,107,43,495,82.5,19.94784867264300,3.0,Erratic,600000,1.0,45,0.0,1.5,60.4,26.8
347,Anorith,Rock,"['Battle Armor', 'Swift Swim']",45,95,50,40,50,75,355,59.16666666666670,19.454362549881300,3.0,Erratic,600000,0.0,45,0.0,0.7,12.5,25.5
348,Armaldo,Rock,"['Battle Armor', 'Swift Swim']",75,125,100,70,80,45,495,82.5,24.958298553119900,3.0,Erratic,600000,1.0,45,0.0,1.5,68.2,30.3
349,Feebas,Water,"['Adaptability', 'Oblivious', 'Swift Swim']",20,15,20,10,55,80,200,33.333333333333300,25.440562537456200,3.0,Erratic,600000,0.0,255,0.0,0.6,7.4,20.6
350,Milotic,Water,"['Competitive', 'Cute Charm', 'Marvel Scale']",95,60,79,100,125,81,540,90.0,20.21550560007510,3.0,Erratic,600000,1.0,60,0.0,6.2,162.0,4.2
351,Castform,Normal,['Forecast'],70,70,70,70,70,70,420,70.0,0.0,3.0,Medium Fast,1000000,1.0,45,0.0,0.3,0.8,8.9
352,Kecleon,Normal,"['Color Change', 'Protean']",60,90,70,60,120,40,440,73.33333333333330,25.603819159562000,3.0,Medium Slow,1059860,1.0,200,0.0,1.0,22.0,22.0
353,Shuppet,Ghost,"['Cursed Body', 'Frisk', 'Insomnia']",44,75,35,63,33,45,295,49.16666666666670,15.082182276521600,3.0,Fast,800000,0.0,225,0.0,0.6,2.3,6.4
354,Banette,Ghost,"['Cursed Body', 'Frisk', 'Insomnia']",64,115,65,83,63,65,455,75.83333333333330,18.818578290851000,3.0,Fast,800000,1.0,45,0.0,1.1,12.5,10.3
354,Mega Banette,Ghost,['Prankster'],64,165,75,93,83,75,555,92.5,33.59439437366500,6.0,Fast,800000,1.0,45,0.0,1.2,13.0,9.0
355,Duskull,Ghost,"['Frisk', 'Levitate']",20,40,90,30,90,25,295,49.16666666666670,29.49811670071310,3.0,Fast,800000,0.0,190,0.0,0.8,15.0,23.4
356,Dusclops,Ghost,"['Frisk', 'Pressure']",40,70,130,60,130,25,455,75.83333333333330,40.86733278413080,3.0,Fast,800000,0.0,90,0.0,1.6,30.6,12.0
357,Tropius,Grass,"['Chlorophyll', 'Harvest', 'Solar Power']",99,68,83,72,87,51,460,76.66666666666670,15.2825245151302,3.0,Slow,1250000,1.0,200,0.0,2.0,100.0,25.0
358,Chimecho,Psychic,['Levitate'],75,50,80,95,90,65,455,75.83333333333330,15.11529762268090,3.0,Fast,800000,1.0,45,0.0,0.6,1.0,2.8
359,Absol,Dark,"['Justified', 'Pressure', 'Super Luck']",65,130,60,75,60,75,465,77.5,24.28133714055580,3.0,Medium Slow,1059860,1.0,30,0.0,1.2,47.0,32.6
